coef_mean,coef_sd,ci_mean,coef_low,coef_high,timeframe,forcing_type
0.49947016572656616,0.11688457641692526,0.11771379419125437,0.2419036836416148,0.7570366478115176,1860-2000,anthropogenic
0.48261531350462245,0.07028185337180407,0.05462996531471164,0.33442568566275577,0.6308049413464891,1860-2024,anthropogenic
0.4702861003312305,0.06237187674022811,0.05091202253559702,0.33785943265672014,0.6027127680057409,1896-2024,anthropogenic
0.4713082370264174,0.10052138555761668,0.11262153348914801,0.24436937947055767,0.6982470945822771,1900-2000,anthropogenic
0.4435133502200868,0.056915480309950486,0.04864825084020035,0.3218128021659684,0.5652138982742052,1920-2024,anthropogenic
0.4383740098712342,0.056084031492948966,0.049285637167019815,0.3179061133985691,0.5588419063438993,1925-2024,anthropogenic
0.4541826344372859,0.0571211885950474,0.04983847971847799,0.3316332056130368,0.576732063261535,1950-2020,anthropogenic
0.41264056638267005,0.07573961218501857,0.09455960255978749,0.23663257219618603,0.588648560569154,1952-2000,anthropogenic
0.4623629068078523,0.05721211544141148,0.03998044543969779,0.343313078550931,0.5814127350647735,1953-2024,anthropogenic
0.43441494488558124,0.07661323349641343,0.10085085240605907,0.2535296167057555,0.6153002730654069,1960-2000,anthropogenic
0.4744251484219952,0.06118045817169357,0.04031798324865454,0.3479149324501781,0.6009353643938122,1961-2024,anthropogenic
0.4554347718335719,0.08844383547482935,0.11621960468543795,0.2467311771804658,0.664138366486678,1967-2000,anthropogenic
0.44678865873496315,0.0872435336984834,0.12725509579601899,0.23363626038586793,0.6599410570840584,1969-2000,anthropogenic
0.45420399506901277,0.08908459144597773,0.13042822860811948,0.23626201209180753,0.672145978046218,1970-2000,anthropogenic
0.4840031101895655,0.07585673702197099,0.08562435436058845,0.31243086322295144,0.6555753571561795,1970-2010,anthropogenic
0.47821441321479025,0.06382839985860993,0.05570433062627453,0.3412695369783731,0.6151592894512075,1970-2020,anthropogenic
0.48401396942061,0.06614144724186838,0.04562304235359009,0.3465829863587753,0.6214449524824446,1970-2024,anthropogenic
0.45619332552840125,0.08990153888981209,0.1339708510488387,0.23484043646361785,0.6775462145931846,1971-2000,anthropogenic
0.48526407702765306,0.06647130129216872,0.046498210363060226,0.3469313649895333,0.6235967890657728,1971-2024,anthropogenic
0.45441970860469516,0.0639035149068045,0.08601401804237425,0.302478283872901,0.6063611333364893,1974-2014,anthropogenic
0.4865389397731529,0.06689154627685354,0.05059719914688956,0.3460069685105406,0.6270709110357652,1974-2024,anthropogenic
0.42097756317212576,0.0837149166886896,0.16631334329741032,0.1873479837114118,0.6546071426328397,1975-2000,anthropogenic
0.480446402162498,0.06607717277379377,0.05108334792553049,0.3412247280275905,0.6196680762974055,1975-2024,anthropogenic
0.4708768939520157,0.06461690853210594,0.05559614634719439,0.33256226589513016,0.6091915220089013,1978-2024,anthropogenic
0.4694762379707291,0.06438031525827517,0.0576080785455749,0.33076268273592035,0.6081897932055379,1979-2024,anthropogenic
0.3255129034010605,0.0753008875804929,0.2368462803444799,0.04644500527362777,0.6045808015284933,1980-2000,anthropogenic
0.44319809446226155,0.06927927466616432,0.12158431571395838,0.26093192111782304,0.6254642678067001,1980-2010,anthropogenic
0.47318703670707996,0.06479297711985806,0.05741883969984182,0.3338153792043448,0.6125586942098151,1980-2024,anthropogenic
0.4829707569921017,0.06575716712727685,0.05853325770605214,0.34141779879069,0.6245237151935134,1981-2024,anthropogenic
0.49224940613767626,0.06655674153266515,0.06608683157770939,0.34601333539395496,0.6384854768813976,1983-2024,anthropogenic
0.49613665154352987,0.06671812193430472,0.07044523636345625,0.3476015535046259,0.6446717495824339,1985-2024,anthropogenic
0.4851133640043601,0.06492359266717389,0.07520782114493844,0.3372998316209308,0.6329268963877894,1987-2024,anthropogenic
0.49145723195973673,0.06515789609772143,0.07394213030641358,0.3438864049503523,0.6390280589691212,1988-2024,anthropogenic
0.5005450066436178,0.06563746744968603,0.08089502643798673,0.34857565862456263,0.6525143546626729,1989-2024,anthropogenic
0.4993011885983824,0.06507924374842472,0.08037238968974898,0.3485362055620133,0.6500661716347516,1990-2024,anthropogenic
0.5146320005666741,0.06668865559762543,0.08383995646560598,0.35934458652735424,0.669919414605994,1991-2024,anthropogenic
0.5273076285754413,0.06764428244960861,0.09139601048219924,0.3662752470766589,0.6883400100742237,1992-2024,anthropogenic
0.49472460263348034,0.0645363229036013,0.10115973817220654,0.3327575859107156,0.6566916193562451,1995-2024,anthropogenic
0.5100336287180078,0.07658052010667701,0.13563302607550531,0.30773268172625107,0.7123345757097646,2000-2024,anthropogenic
